subj_id,task,part,pc,mrt,dprime,c
1,digit,prac,0.9,971.7845799867047,2.0574838772967206,0.3542521884522785
1,digit,test,0.8333333333333334,1170.8703533280645,1.8504891197083033,-0
1,space,prac,0.7,1416.829260019586,0.8849181444440064,-0.2320306779740785
1,space,test,0.6666666666666666,1256.2604448196062,0.9252445598541517,0.46262227992707583
1,word,prac,0.6,1533.1922000041225,0.4640613559481569,-0.44245907222200326
1,word,test,0.8333333333333334,1133.8350928687885,1.8649552706064574,-0.12493659318315231
10,digit,prac,0.6,1426.1688000056893,0.4208567884958495,-6.938893903907228e-17
10,digit,test,0.7,1176.5686666204904,1.0876739324954374,-0.381407593606433
10,space,prac,0.5,1736.5595333588633,0,-0.21042839424792484
10,space,test,0.6,1283.4755034458917,0.4917207196194079,-0.08343098716841828
10,word,prac,0.5,1851.92345001269,0,0.2104283942479247
10,word,test,0.48333333333333334,1135.6459699881573,-0.08094729048129604,0.04047364524064802
100,digit,prac,0.4,2071.96072500665,-0.4640613559481569,-0.44245907222200326
100,digit,test,0.4666666666666667,1703.9060448416797,-0.2859875710671933,-1.0682383453877482
100,space,prac,0.5,1823.536600009542,0,0.2104283942479247
100,space,test,0.8166666666666667,1366.0265172566774,1.732785601974228,0.05885175886703764
100,word,prac,0.3,1552.7448250213652,-0.8849181444440064,-0.2320306779740785
100,word,test,0.6833333333333333,1566.5519857097286,0.9294701229679677,0.13544371450586162
101,space,prac,0.5,2245.8618999808077,0,-0.6744897501960817
101,space,test,NA,NA,NA,NA
102,digit,prac,0.5,1406.24902500713,0,0.6744897501960817
102,digit,test,0.8,1319.370460001907,1.6575930044762264,0.22861772624826776
102,space,prac,0.6,2087.542879988904,0.4208567884958495,-6.938893903907228e-17
102,space,test,0.6166666666666667,1613.0053769223966,0.6451116694787907,0.484985207380681
102,word,prac,0.7,1139.8017000057753,0.8849181444440064,-0.2320306779740785
102,word,test,0.7333333333333333,1399.564499995904,1.200357551979691,-0
103,digit,prac,0.7,1258.42629999776,0.8849181444440064,-0.2320306779740785
103,digit,test,0.7833333333333333,1091.0331266621747,1.5076312547276431,-0.05372541475625481
103,space,prac,0.7,1548.433340003248,0.8849181444440065,0.23203067797407845
103,space,test,0.6666666666666666,1296.2525700044353,0.8625195852488526,0.26883041998314045
103,word,prac,0.5,1829.1064599878139,0,0.2104283942479247
103,word,test,0.5833333333333334,1419.8582266709614,0.4159872201896748,0.2079936100948374
104,digit,prac,0.4,1066.916249983479,-0.4208567884958495,-6.938893903907228e-17
104,digit,test,0.5,1152.2704629632817,0,0.16242937264128568
104,space,prac,0.4,1156.8557749851602,-0.4208567884958495,-6.938893903907228e-17
104,space,test,0.6,1129.4729714365012,0.5192314855085495,0.34056303323557074
104,word,prac,0.3,1707.555225031685,-0.8849181444440065,0.23203067797407845
104,word,test,0.6166666666666667,1360.7160576995325,0.5868809446471077,0.21249318184225796
105,digit,prac,0.6,1446.410920005291,0.4208567884958495,-6.938893903907228e-17
105,digit,test,0.5166666666666667,1286.9231433336006,0.08257685039603502,0.2037177978393032
105,space,prac,0.4,1473.24848000426,-0.4208567884958495,-6.938893903907228e-17
105,space,test,0.5833333333333334,1226.7970533313926,0.43774940334855983,0.38130407431556557
105,word,prac,0.4,1457.067180000014,-0.708504376904557,1.0287419386483603
105,word,test,0.5333333333333333,1304.2976689667457,0.2859875710671933,1.0682383453877482
106,digit,prac,0.7,1876.680980063974,0.8849181444440064,-0.2320306779740785
106,digit,test,0.8333333333333334,1375.585973340397,1.9113223435289117,0.2555709591568891
106,space,prac,0.7,1589.2509249970299,0.8849181444440065,0.23203067797407845
106,space,test,0.7833333333333333,1651.1342433358855,1.6272193511110196,0.3976224553658351
106,word,prac,0.6,1938.067680038512,0.464061355948157,0.4424590722220032
106,word,test,0.6833333333333333,1669.2313966729366,0.9219208743554865,0.044973216988068554
107,digit,prac,0.7,1355.2697000035573,0.8849181444440064,-0.2320306779740785
107,digit,test,0.45,887.4954346180084,-0.28410299241789205,-0.5580387163986207
107,space,prac,0.7,765.7767749915365,0.8849181444440065,0.23203067797407845
107,space,test,0.45,647.5699136340568,-0.25355784754838917,0.28920829641548024
107,word,prac,0.6,1761.6879500055802,0.708504376904557,1.0287419386483603
107,word,test,0.45,1351.861485720812,-0.27088742901172325,0.46473506148398386
108,digit,prac,0.3,1745.4565999796625,-0.8849181444440065,0.23203067797407845
108,digit,test,0.5166666666666667,1257.160573340176,0.08669587321155248,-0.3726392835838985
108,space,prac,0.8,1986.2454250105625,1.5934225213485635,0.586282866426357
108,space,test,0.6166666666666667,1523.7941714294723,0.5742975700154429,-0.04214256197040077
108,word,prac,0.7,1952.99629998044,0.8849181444440064,-0.2320306779740785
108,word,test,0.6666666666666666,1724.1349428576152,0.8451849990271662,0.1775862764762624
109,digit,prac,0.4,1066.4993499522104,-0.4208567884958495,-6.938893903907228e-17
109,digit,test,0.48333333333333334,1005.1323807789371,-0.0809472904812959,-0.04047364524064795
109,space,prac,0.5,1377.1715500042774,0,0.2104283942479247
109,space,test,0.48333333333333334,1262.7762827524468,-0.08669587321155259,0.37263928358389853
109,word,prac,0.3,1358.028300019215,-0.8849181444440065,0.23203067797407845
109,word,test,0.55,1574.7463035679962,0.35732401587881424,0.8787522205469739
11,digit,prac,0.7,1294.6527000050987,0.8849181444440064,-0.2320306779740785
11,digit,test,0.7,1337.8666344917667,1.052547265157397,-0.28126740954137786
11,space,prac,0.4,1479.8053001286476,-0.4208567884958495,-6.938893903907228e-17
11,space,test,0.65,1323.509465493583,0.745278567167797,-0.04334793660577624
11,word,prac,0.6,1367.0941200107347,0.4640613559481569,-0.44245907222200326
11,word,test,0.45,1396.2707428394683,-0.25355784754838884,-0.2892082964154803
110,digit,prac,0.5,2233.1726666695135,0,0.2104283942479247
110,digit,test,0.5333333333333333,1452.9494071393858,0.1640589325560248,-0.16297675675930828
110,space,prac,0.5,1715.7142599928202,0,0.2104283942479247
110,space,test,0.6,1149.4811666663734,0.6414270082967062,0.7367007243380279
110,word,prac,0.5,1650.3274749993575,0,1.3829941271006387
110,word,test,0.38333333333333336,1637.9209210526342,-0.6001787759898455,0.30008938799492274
111,digit,prac,0.4,1159.1277749976157,-0.4208567884958495,-6.938893903907228e-17
111,digit,test,0.38333333333333336,1125.2637607103677,-0.5784165928309607,0.12677892377419447
111,space,prac,0.4,1602.11240001954,-0.4640613559481569,-0.44245907222200326
111,space,test,0.5666666666666667,1230.4445642886485,0.3551725529525248,0.4225924995135831
111,word,prac,0.6,1033.0871400190535,0.4208567884958495,-6.938893903907228e-17
111,word,test,0.4666666666666667,1117.7489036927004,-0.16686197433683655,0.24586035980970394
112,digit,prac,0.5,1372.9646999854601,0,0.2104283942479247
112,digit,test,0.4,1918.1308119930331,-0.5192314855085496,-0.3405630332355707
112,space,prac,0.4,1731.80415998213,-0.4208567884958495,-6.938893903907228e-17
112,space,test,0.5,1265.3679896571573,0,-0
112,word,prac,0.4,1772.975880000742,-0.4208567884958495,-6.938893903907228e-17
112,word,test,0.4166666666666667,1347.4129964348062,-0.43774940334855983,0.38130407431556557
113,digit,prac,0.5,1442.596479994246,0,-0.21042839424792484
113,digit,test,0.5,1600.4874444463185,0,-0
113,space,prac,0.6,1906.954779941588,0.4640613559481569,-0.44245907222200326
113,space,test,0.55,1556.2947518580288,0.24834405649682634,-0.20511931872970907
113,word,prac,0.3,2181.55820000296,-1.1725657328527141,0.7967112606742817
113,word,test,0.43333333333333335,1963.3155999948603,-0.32929134697812223,-0.16464567348906112
114,digit,prac,0.6,2376.8821499834276,0.708504376904557,1.0287419386483603
114,digit,test,0.6833333333333333,1871.359539282691,1.0061918503354477,0.4221486346864279
114,space,prac,0.5,2110.61224999139,0,0.2104283942479247
114,space,test,0.43333333333333335,1903.4519749943029,-0.3350399297083788,0.24846725533548542
114,word,prac,0.9,1737.8581000142722,2.0574838772967206,0.3542521884522785
114,word,test,0.6333333333333333,1823.7784821415394,0.6585826939562445,-0
115,digit,prac,0.4,1269.584040003246,-0.4640613559481569,-0.44245907222200326
115,digit,test,0.43333333333333335,1135.948314817614,-0.3551725529525248,-0.4225924995135831
115,space,prac,0.5,1365.545249998834,0,0.6744897501960817
115,space,test,0.48333333333333334,960.1598285724846,-0.08428512394080154,0.28714878500772145
115,word,prac,0.5,1598.370180002528,0,0.2104283942479247
115,word,test,0.4666666666666667,1017.4731846133145,-0.2251543472465849,0.8126673862308592
116,digit,prac,0.5,1324.7785200364901,0,0.2104283942479247
116,digit,test,0.5666666666666667,1203.401483323736,0.32929134697812223,0.16464567348906112
116,space,prac,0.5,1676.295839995146,0,-0.21042839424792484
116,space,test,0.48333333333333334,1226.2794777699232,-0.08094729048129604,0.04047364524064802
116,word,prac,0.5,1338.9045500662176,0,-0.21042839424792484
116,word,test,0.6,1283.7000551617484,0.4917207196194081,0.0834309871684182
117,digit,prac,0.8,1285.4453250183722,1.3489795003921634,-0
117,digit,test,0.5166666666666667,1208.4916176425074,0.08669587321155259,0.37263928358389853
117,space,prac,0.5,1423.128900001755,0,0.6744897501960817
117,space,test,0.6166666666666667,1307.000571996906,0.5742975700154429,-0.04214256197040077
117,word,prac,0.7,1237.9868249990975,0.8849181444440065,0.23203067797407845
117,word,test,0.5166666666666667,1147.3105407397575,0.08094729048129604,0.04047364524064802
118,digit,prac,0.3,1521.448250045065,-0.8849181444440065,0.23203067797407845
118,digit,test,0.3333333333333333,1765.8024443727395,-0.835225001143934,0.08832115359384479
118,space,prac,0.3,1119.4628250668766,-0.8849181444440064,-0.2320306779740785
118,space,test,NA,NA,NA,NA
118,word,prac,0.3,2722.0949499169346,-0.8849181444440065,0.23203067797407845
118,word,test,NA,NA,NA,NA
119,digit,prac,0.5,1390.9262333375734,0,0.6744897501960817
119,digit,test,0.38333333333333336,1266.1138235399605,-0.5868809446471077,0.21249318184225796
119,space,prac,0.5,1939.5745000801967,0,0.6744897501960817
119,space,test,0.5166666666666667,1143.5537926024863,0.08148208215998964,0.12168833156129086
119,word,prac,0.8,1780.278520006688,1.3489795003921634,-0
119,word,test,0.4666666666666667,1090.5791925766537,-0.16405893255602466,0.16297675675930837
12,digit,prac,0.7,1309.1241800226276,0.8849181444440064,-0.2320306779740785
12,digit,test,0.7833333333333333,1273.6428857149026,1.5076312547276431,-0.05372541475625481
12,space,prac,0.9,1020.8611400332296,2.0574838772967197,-0.3542521884522782
12,space,test,0.8,1334.9050615752976,1.6253347724617184,0.11257717362329245
12,word,prac,0.7,891.347775119356,0.8849181444440065,0.23203067797407845
12,word,test,0.8333333333333334,1215.9525777765164,2.166631264719854,0.5773819781941149
120,digit,prac,0.5,1072.6493749534698,0,-0.6744897501960817
120,digit,test,0.6333333333333333,1140.05749997644,0.6609934432269954,-0.08549049857617701
120,space,prac,0.7,1532.786599965766,0.8849181444440065,0.23203067797407845
120,space,test,0.5666666666666667,1480.5852499945704,0.3248587452825715,-8.326672684688674e-17
120,word,prac,0.6,1472.2185666517667,0.4208567884958495,-6.938893903907228e-17
