trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	65	None			NaN	0	0	0.0907424001488835	0.541813000105321	2.49638350005262
2	1	2	filler	66	None			NaN	0	3.5	3.52011739998125	4.03892880002968	5.99981110007502
3	1	3	target	64	Left	Left	LeftArrow	1	1.17331760004163	7	7.00851880013943	7.53657700004987	9.49306749994867
4	1	4	distractor	22	Right	Right	RightArrow	1	0.778227899922058	11	11.0060795000754	11.5396656000521	13.4935157001019
5	1	5	distractor	23	Right	Right	RightArrow	1	1.27476880000904	15	14.9993986000773	15.5398258001078	17.4934398999903
6	1	6	distractor	44	Right	Right	RightArrow	1	1.18569370009936	19	19.0004563999828	19.5356415000279	21.4934328000527
7	1	7	target	24	Left	Left	LeftArrow	1	1.19109850004315	23	22.9999094000086	23.5378159999382	25.4933557000477
8	1	8	target	43	Left	Left	LeftArrow	1	1.54521090001799	27	27.0002951000351	27.5396070000716	29.4935018999968
9	1	9	distractor	1	Right	Right	RightArrow	1	1.19349820003845	31	31.000100000063	31.5375036001205	33.4931548000313
10	1	10	target	45	Left	Right	RightArrow	0	1.60912040015683	35	34.9983884000685	35.5392616000026	37.4934656000696
11	1	11	target	2	Left	Right	RightArrow	0	1.81568830017932	39	39.00060759997	39.5365985999815	41.4934487999417
12	1	12	distractor	3	Right	Right	RightArrow	1	2.55749000003561	43	43.0004058000632	43.5378672000952	45.4960748001467
