trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	64	None			NaN	0	0	0.0597377000012784	0.519480500002828	2.50094610000087
2	1	2	filler	24	None			NaN	0	3.5	3.50899919999938	4.00074719999975	5.99732420000146
3	1	3	distractor	23	Right	Right	RightArrow	1	1.41715690000274	7	7.01007750000281	7.49879979999969	9.49302800000078
4	1	4	target	22	Left	Left	LeftArrow	1	1.55680460000076	11	11.0117729000012	11.5053377000004	13.4934675000004
5	1	5	distractor	65	Right	Right	RightArrow	1	1.39505959999951	15	15.0001964000003	15.4987211000007	17.4939249000017
6	1	6	distractor	44	Right	Left	LeftArrow	0	0.73346550000133	19	19.0000225000003	19.4998128000007	21.4933952000029
7	1	7	target	66	Left	Left	LeftArrow	1	0.968803599997045	23	23.0015606000015	23.4995904000025	25.4933820000006
8	1	8	distractor	3	Right	Right	RightArrow	1	0.656280299997889	27	26.9989811000014	27.4969931000014	29.4933619000003
9	1	9	distractor	43	Right	Left	LeftArrow	0	1.37982510000074	31	31.0048778000019	31.4992495000006	33.4930206999998
10	1	10	target	1	Left	Left	LeftArrow	1	1.1678694000002	35	35.0043254000011	35.4959127000002	37.4934752000008
11	1	11	target	45	Left	Right	RightArrow	0	0.744263100001263	39	39.0043613000016	39.496501900001	41.4933636999995
12	1	12	target	2	Left	Left	LeftArrow	1	0.589317300000403	43	42.9988771000026	43.4998868000002	45.4933947000027
