trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0858415000839159	0.501812000060454	2.49516590009443
2	1	2	filler	4	None			NaN	0	3.5	3.50952409999445	3.99815360002685	5.99413500004448
3	1	3	distractor	78	Right	Right	RightArrow	1	0.696957299951464	7	7.00952690001577	7.49861690006219	9.49335920007434
4	1	4	distractor	82	Right	Right	RightArrow	1	1.07807679998223	11	11.0050076000625	11.5003550000256	13.493485199986
5	1	5	target	80	Left	Right	RightArrow	0	2.15902430005372	15	14.9990282000508	15.4973558000056	17.4941145000048
6	1	6	target	79	Left	Left	LeftArrow	1	1.50349529995583	19	18.9999759000493	19.5012781000696	21.4934753000271
7	1	7	target	83	Left	Left	LeftArrow	1	1.51130590005778	23	22.999162800028	23.4998519000364	25.4932533000829
8	1	8	target	77	Left	Left	LeftArrow	1	1.24558039999101	27	26.9998868000694	27.4974592000945	29.4932216000743
9	1	9	distractor	2	Right	Right	RightArrow	1	0.873641300015152	31	31.0000992000569	31.4984268000117	33.4934088999871
10	1	10	target	84	Left	Left	LeftArrow	1	0.881399700068869	35	35.0045283000218	35.4955643999856	37.4930171000306
11	1	11	distractor	81	Right	Right	RightArrow	1	1.61868999991566	39	38.9988311000634	39.4979016000871	41.4933544000378
12	1	12	distractor	1	Right			-1	0	43	43.0044540000381	43.4985716000665	45.4994617000921
