trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	81	None			NaN	0	0	0.0851648999378085	0.50495360000059	2.49897299986333
2	1	2	filler	80	None			NaN	0	3.5	3.51426069997251	4.00243139988743	5.99778309999965
3	1	3	target	79	Left	Right	RightArrow	0	1.50227109994739	7	6.99689549999312	7.50386619986966	9.49330279999413
4	1	4	target	82	Left	Left	LeftArrow	1	2.36705829994753	11	11.0064094997942	11.5019209999591	13.4961067999247
5	1	5	distractor	2	Right	Right	RightArrow	1	1.89326689997688	15	14.9999378998764	15.5025400000159	17.4933570998255
6	1	6	target	84	Left	Left	LeftArrow	1	2.266903599957	19	19.0003807998728	19.5007614998613	21.4945240998641
7	1	7	target	3	Left	Right	RightArrow	0	0.873798300046474	23	22.9999669999816	23.5010120999068	25.4933834997937
8	1	8	target	78	Left	Left	LeftArrow	1	1.12169800000265	27	27.0011709998362	27.5021943999454	29.4930879999883
9	1	9	distractor	77	Right	Right	RightArrow	1	1.91884749988094	31	31.0001564999111	31.4984196999576	33.4939149999991
10	1	10	distractor	4	Right	Left	LeftArrow	0	1.79773550014943	35	34.9992727998178	35.4993671998382	37.4933578998316
11	1	11	distractor	1	Right	Right	RightArrow	1	1.76388509990647	39	39.0053604999557	39.4994657000061	41.4934144997969
12	1	12	distractor	83	Right	Left	LeftArrow	0	1.43204230000265	43	42.9987937000114	43.499653399922	45.4933807998896
