trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	65	None	Left	LeftArrow	NaN	1.09602649998851	0	0.0510246000485495	0.516248800093308	2.49305410007946
2	1	2	filler	44	None			NaN	0	4	3.99876910005696	4.50141720008105	6.49773870001081
3	1	3	target	64	Left	Right	RightArrow	0	1.7165432999609	7.5	7.5125317000784	7.99818700004835	9.99340720009059
4	1	4	distractor	66	Right			-1	0	11.5	11.5045319000492	12.0011947000166	13.996577700018
5	1	5	distractor	24	Right	Left	LeftArrow	0	0.842655400047079	15.5	15.5158375001047	15.9989644000307	17.9934263000032
6	1	6	distractor	45	Right	Right	RightArrow	1	1.27318879996892	19.5	19.5052960000467	20.0031844000332	21.9930979000637
7	1	7	target	22	Left	Left	LeftArrow	1	0.630051099928096	23.5	23.5048877000809	23.9964814000996	25.9934336000588
8	1	8	distractor	3	Right	Right	RightArrow	1	0.739178700023331	27.5	27.5051351001021	28.0022962000221	29.9935164001072
9	1	9	target	23	Left	Left	LeftArrow	1	1.62894289998803	31.5	31.5013903999934	31.9988309000619	33.9934443000238
10	1	10	target	1	Left	Right	RightArrow	0	1.56238929997198	35.5	35.499973100028	35.9991642000386	37.9935385000426
11	1	11	distractor	43	Right	Left	LeftArrow	0	2.85330539999995	39.5	39.4983730000677	40.0014368999982	41.9978811000474
12	1	12	target	2	Left	Left	LeftArrow	1	1.78829009993933	43.5	43.4989636000246	44.0021349000745	45.9933948999969
