trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.0945892999880016	0.512133099953644	2.49696430005133
2	1	2	filler	3	None	Left	LeftArrow	NaN	0.952296299976297	3.5	3.52221349999309	4.00536599999759	5.99348599999212
3	1	3	distractor	66	Right			-1	0	7.5	7.51470409997273	8.00571840000339	9.99775580002461
4	1	4	distractor	45	Right	Left	LeftArrow	0	1.80692010000348	11.5	11.5238033999922	11.9993632000405	13.9934237999842
5	1	5	target	65	Left	Left	LeftArrow	1	1.07663189992309	15.5	15.5064889000496	15.9962736000307	17.993351800018
6	1	6	target	44	Left	Right	RightArrow	0	1.41155029996298	19.5	19.5006121000042	20.0013346000342	21.9934827999678
7	1	7	target	64	Left	Left	LeftArrow	1	1.88972070009913	23.5	23.5054783000378	24.000697499956	25.9930298000108
8	1	8	target	43	Left	Right	RightArrow	0	1.53779210010543	27.5	27.5001383000053	27.9973788999487	29.9934592000209
9	1	9	distractor	24	Right	Left	LeftArrow	0	2.07841640000697	31.5	31.5048135999823	32.0013798000291	33.9957600999624
10	1	10	distractor	23	Right	Left	LeftArrow	0	1.83859399997164	35.5	35.4993266999954	35.9973576000193	37.9934609000338
11	1	11	target	22	Left	Left	LeftArrow	1	2.09486700000707	39.5	39.4999202999752	40.0003124000505	41.9971462000394
12	1	12	distractor	2	Right	Right	RightArrow	1	1.66413200006355	43.5	43.5065429999959	44.0012190999696	45.9934318000451
