trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	78	None			NaN	0	0	0.082505099941045	0.499831199878827	2.49739499995485
2	1	2	filler	79	None			NaN	0	3.5	3.50591229996644	4.00144340004772	5.99645219999366
3	1	3	target	82	Left	Left	LeftArrow	1	1.37662600004114	7	7.01001559989527	7.50007609999739	9.49303329992108
4	1	4	target	83	Left	Left	LeftArrow	1	1.23822610010393	11	10.9993509000633	11.4998538999353	13.4934992000926
5	1	5	target	77	Left	Left	LeftArrow	1	1.89226479991339	15	15.0046351999044	15.4996615999844	17.4934527999721
6	1	6	distractor	2	Right	Right	RightArrow	1	1.46283770003356	19	19.0053115999326	19.4980659999419	21.4930630999152
7	1	7	target	84	Left	Left	LeftArrow	1	1.4781692000106	23	22.9992778000887	23.5022291999776	25.4934672999661
8	1	8	distractor	80	Right	Right	RightArrow	1	1.52716689999215	27	27.0043665000703	27.5010673000943	29.4934767000377
9	1	9	distractor	1	Right	Right	RightArrow	1	2.05581209994853	31	31.0006822000723	31.5024474000093	33.4990725999232
10	1	10	distractor	4	Right	Right	RightArrow	1	1.71350810001604	35	35.0002909998875	35.5018670000136	37.4935236000456
11	1	11	distractor	81	Right	Right	RightArrow	1	1.54600950004533	39	39.0039681000635	39.4978744999971	41.4930773999076
12	1	12	target	3	Left	Left	LeftArrow	1	2.1541361999698	43	42.9998969999142	43.5021190999541	45.4946167999879
