trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	80	None			NaN	0	0	0.0858989999396726	0.504046299960464	2.494773699902
2	1	2	filler	78	None			NaN	0	3.5	3.51964309997857	4.00532199989539	5.99767189996783
3	1	3	target	77	Left	Left	LeftArrow	1	0.972782299970277	7	7.01420229999349	7.50591049995273	9.4934497999493
4	1	4	target	81	Left	Right	RightArrow	0	1.47171810001601	11	11.0057614999823	11.519254899933	13.49345119996
5	1	5	target	83	Left	Left	LeftArrow	1	1.77541120001115	15	15.006912099896	15.5097021999536	17.4934238999849
6	1	6	distractor	2	Right	Right	RightArrow	1	1.10613940004259	19	19.0077553999145	19.5032019999344	21.493703099899
7	1	7	target	79	Left	Left	LeftArrow	1	1.78651769994758	23	23.0066850999137	23.5006676999619	25.4934710999951
8	1	8	distractor	84	Right	Right	RightArrow	1	1.34471039997879	27	27.0076318999054	27.5006576000014	29.4937958999071
9	1	9	distractor	1	Right	Left	LeftArrow	0	2.18789319996722	31	31.0069305999205	31.5011568999616	33.497890300001
10	1	10	distractor	4	Right	Right	RightArrow	1	2.55463220004458	35	35.0073518999852	35.4998343999032	37.4947439999087
11	1	11	target	3	Left	Left	LeftArrow	1	1.95863060001284	39	39.0077377998969	39.5028955999296	41.4934249999933
12	1	12	distractor	82	Right	Left	LeftArrow	0	1.75388179998845	43	43.0084463999374	43.5008165999316	45.4933832999086
