trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0481994000147097	0.603309099999024	2.49456040002406
2	1	2	filler	22	None			NaN	0	3.5	3.5179599999974	4.00792010000441	5.99458560001221
3	1	3	target	2	Left	Right	RightArrow	0	1.70278239998152	7	7.00440800000797	7.50860670002294	9.49336819999735
4	1	4	target	23	Left	Left	LeftArrow	1	1.82066919998033	11	11.0045481999987	11.4993114000245	13.493449600006
5	1	5	distractor	45	Right	Right	RightArrow	1	1.70509499998298	15	15.0000851000077	15.5175421000167	17.4931513000047
6	1	6	target	24	Left	Left	LeftArrow	1	1.7830258999893	19	19.000068000023	19.5038934000186	21.4934478000214
7	1	7	target	43	Left	Left	LeftArrow	1	2.62970089999726	23	23.0054452000186	23.4984437000239	25.4955567000143
8	1	8	distractor	44	Right	Right	RightArrow	1	1.71370709998882	27	27.0000417999981	27.5009244000248	29.4933071999985
9	1	9	distractor	66	Right	Right	RightArrow	1	1.91145730001153	31	31.0055224000243	31.5000579000043	33.4934060000232
10	1	10	distractor	65	Right	Right	RightArrow	1	1.24938039999688	35	35.004806300014	35.5015566000075	37.4934587000171
11	1	11	distractor	1	Right	Right	RightArrow	1	1.5234956999775	39	39.0057303000067	39.499815600022	41.4930348000198
12	1	12	target	64	Left	Left	LeftArrow	1	2.87028229999123	43	43.0050994000048	43.4991928000236	45.4978138000006
