trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0844419999048114	0.50470449985005	2.4946008999832
2	1	2	filler	44	None			NaN	0	3.5	3.51176849985495	4.00195369985886	5.99595229979604
3	1	3	target	2	Left	Right	RightArrow	0	1.44333979999647	7	7.01019899989478	7.5013750998769	9.49344879994169
4	1	4	target	43	Left	Left	LeftArrow	1	2.17367669986561	11	10.9986063998658	11.5009475999977	13.4992278998252
5	1	5	target	1	Left	Left	LeftArrow	1	1.51692870003171	15	15.0052552998532	15.5043585998937	17.4933315999806
6	1	6	distractor	24	Right	Right	RightArrow	1	1.02740040002391	19	18.9994945998769	19.5022340998985	21.4934175999369
7	1	7	distractor	66	Right	Left	LeftArrow	0	1.40935209998861	23	23.0003459998406	23.5029489998706	25.493472899776
8	1	8	target	23	Left	Right	RightArrow	0	2.3547424999997	27	27.0004820998292	27.4990244999062	29.4985646998975
9	1	9	target	65	Left			-1	0	31	30.9998394998256	31.5026970999315	33.4995906997938
10	1	10	distractor	64	Right	Right	RightArrow	1	1.17643130011857	35	35.0161679999437	35.4995974998455	37.4934684999753
11	1	11	distractor	22	Right	Left	LeftArrow	0	1.44335880014114	39	39.0007566998247	39.4988296998199	41.4940378998872
12	1	12	distractor	45	Right	Right	RightArrow	1	1.2917471001856	43	42.9984327999409	43.5038090997841	45.4934437999036
