trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0435307999723591	0.528077399998438	2.49452670000028
2	1	2	filler	84	None			NaN	0	3.5	3.51515870000003	4.00552030000836	5.99915459996555
3	1	3	distractor	77	Right	Right	RightArrow	1	1.74920120002935	7	7.00644629995804	7.49813669995638	9.49338339996757
4	1	4	target	83	Left	Right	RightArrow	0	2.53149700001813	11	10.9992571999901	11.5011721999617	13.4994165999815
5	1	5	target	81	Left			-1	0	15	14.9997380999848	15.5033519999706	17.4975311000017
6	1	6	distractor	4	Right	Right	RightArrow	1	2.25260989996605	19	19.0109640999581	19.499241499987	21.493326900003
7	1	7	target	80	Left	Left	LeftArrow	1	2.81637989997398	23	23.005062799959	23.5029038999928	25.4985458999872
8	1	8	target	2	Left	Right	RightArrow	0	2.15941769996425	27	26.9989537000074	27.4985171000008	29.4948038999573
9	1	9	distractor	1	Right	Right	RightArrow	1	2.32852300000377	31	31.0001873999718	31.499475199962	33.500041799969
10	1	10	distractor	82	Right	Right	RightArrow	1	1.70854419999523	35	35.0011448999867	35.4985631000018	37.4934512999607
11	1	11	distractor	79	Right	Right	RightArrow	1	1.22815310000442	39	39.0044889999554	39.4983473999891	41.4934687999776
12	1	12	target	78	Left	Right	RightArrow	0	2.00023399997735	43	42.9987742999801	43.5009480000008	45.4947836999781
