trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	78	None			NaN	0	0	0.052182300016284	0.500732399988919	2.49776050006039
2	1	2	filler	77	None			NaN	0	3.5	3.5088842001278	4.00012410013005	5.99585620011203
3	1	3	distractor	2	Right	Left	LeftArrow	0	0.641610500169918	7	7.0057016001083	7.49824530002661	9.49336930015124
4	1	4	target	81	Left	Left	LeftArrow	1	1.16062309988774	11	11.0028870999813	11.5002616001293	13.4934423000086
5	1	5	distractor	82	Right	Right	RightArrow	1	1.52690139994957	15	15.0000808001496	15.5012563001364	17.4930516001768
6	1	6	distractor	4	Right	Left	LeftArrow	0	1.92200860008597	19	19.0050000001211	19.502599200001	21.4933896001894
7	1	7	target	83	Left	Left	LeftArrow	1	1.28947309986688	23	23.0046393000521	23.498758100206	25.4934324000496
8	1	8	target	1	Left	Left	LeftArrow	1	1.80174120003358	27	27.0047685001045	27.5000627001282	29.4934721000027
9	1	9	target	84	Left	Left	LeftArrow	1	0.586590000195429	31	31.0046678001527	31.5011169000063	33.4934520001989
10	1	10	distractor	79	Right	Left	LeftArrow	0	2.05097240000032	35	35.0048421001993	35.5028314001393	37.497337799985
11	1	11	target	80	Left	Left	LeftArrow	1	2.14010929991491	39	39.0002993000671	39.4970591000747	41.4955469002016
12	1	12	distractor	3	Right	Right	RightArrow	1	0.876251900102943	43	42.9987906999886	43.5008078000974	45.4933588001877
