trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0863513000003877	0.501016700000037	2.49480609999591
2	1	2	filler	23	None			NaN	0	3.5	3.5062828999944	3.99904579999566	5.99487859999499
3	1	3	target	2	Left	Left	LeftArrow	1	1.95497759999853	7	7.01077850000001	7.49843229999533	9.4933974999949
4	1	4	target	24	Left	Right	RightArrow	0	2.41172550000192	11	10.9988888999942	11.4990648999956	13.4968194999965
5	1	5	distractor	45	Right	Right	RightArrow	1	1.75090240000281	15	14.998875499994	15.5032443999953	17.4933636999995
6	1	6	distractor	65	Right	Right	RightArrow	1	1.65949030000047	19	18.9999345999968	19.4989597999956	21.4933174999969
7	1	7	target	44	Left	Left	LeftArrow	1	1.36970610000571	23	23.0047629999972	23.5010292999941	25.4934196999966
8	1	8	distractor	22	Right	Right	RightArrow	1	1.1626344000033	27	27.0042292999933	27.4962899999955	29.4933505999943
9	1	9	target	43	Left	Right	RightArrow	0	1.60350259999541	31	30.9985727999956	31.5030299999999	33.4933536999961
10	1	10	distractor	64	Right	Left	LeftArrow	0	1.42414239999925	35	35.0040356999962	35.5035760999963	37.4930052999989
11	1	11	distractor	1	Right	Left	LeftArrow	0	1.97290980000253	39	38.9992291999952	39.5046397999977	41.4932043999943
12	1	12	target	66	Left	Right	RightArrow	0	2.03120830000262	43	43.0045676999944	43.500609799994	45.4938309999998
