trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	22	None			NaN	0	0	0.060329100000672	0.56756929999392	2.50105659999826
2	1	2	filler	64	None			NaN	0	3.5	3.50209979999636	4.03812529999414	5.99575209998875
3	1	3	target	23	Left	Left	LeftArrow	1	1.53300900000613	7	7.01742409999133	7.50448259999393	9.49339709999913
4	1	4	target	66	Left	Right	RightArrow	0	1.32304410000506	11	11.0030030999915	11.538012399993	13.4935689999984
5	1	5	distractor	43	Right			-1	0	15	15.0021953999967	15.5422713000007	17.501145000002
6	1	6	distractor	45	Right	Right	RightArrow	1	1.88913930000854	19	19.0672880999919	19.5398425999883	21.4933499999897
7	1	7	distractor	1	Right			-1	0	23	23.0010801999888	23.5357623000018	25.4981351000024
8	1	8	target	44	Left	Left	LeftArrow	1	1.74157630000263	27	27.0124552999914	27.5375075999909	29.4934514999914
9	1	9	target	3	Left	Right	RightArrow	0	1.51324349999777	31	30.9988941999909	31.5360098999954	33.4934032999881
10	1	10	distractor	24	Right	Right	RightArrow	1	1.80691090000619	35	34.9991273999913	35.5363901999954	37.4933874999988
11	1	11	target	2	Left	Right	RightArrow	0	1.88097800000105	39	39.0054670999962	39.535111899997	41.4933917000017
12	1	12	distractor	65	Right	Right	RightArrow	1	1.81534239999019	43	43.0050716999976	43.5025319999986	45.4934226999903
