trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	64	None			NaN	0	0	0.0925648999982513	0.508011099998839	2.49907520000124
2	1	2	filler	65	None			NaN	0	3.5	3.50990659999661	3.99799290002557	5.9971865999978
3	1	3	distractor	24	Right	Right	RightArrow	1	1.31524180003908	7	7.00505900004646	7.50184149999404	9.49347550002858
4	1	4	distractor	43	Right	Right	RightArrow	1	2.01946330000646	11	11.0061080000014	11.4968654999975	13.4944811000023
5	1	5	target	23	Left	Right	RightArrow	0	1.55502480000723	15	14.999323200027	15.4976805000333	17.4933340999996
6	1	6	target	44	Left			-1	0	19	19.0050439000479	19.4975100000156	21.4988900000462
7	1	7	distractor	3	Right	Right	RightArrow	1	1.86525229999097	23	23.013146500045	23.5025815000408	25.4933990000281
8	1	8	target	45	Left	Left	LeftArrow	1	2.63390660000732	27	27.0002923000138	27.4968672000105	29.4986578000244
9	1	9	target	1	Left	Right	RightArrow	0	1.89010039996356	31	31.0057449000305	31.4970396000426	33.4934257999994
10	1	10	distractor	66	Right	Left	LeftArrow	0	1.46140420000302	35	35.005215400015	35.4973669000319	37.4932160000317
11	1	11	target	2	Left	Left	LeftArrow	1	2.36341719998745	39	39.0050238000113	39.5005096000386	41.4940899999929
12	1	12	distractor	22	Right			-1	0	43	43.000014499994	43.4993902000133	45.4972784999991
