trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	81	None			NaN	0	0	0.084220299962908	0.498840400017798	2.4993538998533
2	1	2	filler	82	None			NaN	0	3.5	3.50791359995492	4.00333069986664	5.99528809986077
3	1	3	target	77	Left	Left	LeftArrow	1	0.971768999937922	7	7.008551399922	7.50176299992017	9.4933682999108
4	1	4	target	83	Left	Left	LeftArrow	1	1.12623379984871	11	11.003949600039	11.4983053000178	13.4941046999302
5	1	5	distractor	4	Right	Left	LeftArrow	0	1.11926679988392	15	15.0043222999666	15.500279000029	17.4931713999249
6	1	6	target	80	Left	Left	LeftArrow	1	1.21061259997077	19	18.9997501999605	19.4995291999076	21.4934695998672
7	1	7	target	2	Left	Right	RightArrow	0	1.16016560001299	23	23.0052471000236	23.498255699873	25.4933867000509
8	1	8	target	84	Left	Left	LeftArrow	1	1.04320690012537	27	27.0047339999583	27.5023057998624	29.4935206000227
9	1	9	distractor	78	Right	Left	LeftArrow	0	1.25834840000607	31	30.9994194998872	31.499792400049	33.4934840998612
10	1	10	distractor	3	Right	Right	RightArrow	1	1.34826070000418	35	35.0024443999864	35.5028671999462	37.4934884000104
11	1	11	distractor	1	Right	Left	LeftArrow	0	1.17181110009551	39	38.9999538999982	39.4952781999018	41.4934839999769
12	1	12	distractor	79	Right	Left	LeftArrow	0	1.20367330010049	43	42.9997375998646	43.4989519999363	45.4935518000275
