trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0655626999796368	0.523428299988154	2.49553539999761
2	1	2	filler	82	None			NaN	0	3.5	3.50876529997913	4.00804210000206	5.9988880000019
3	1	3	distractor	79	Right	Right	RightArrow	1	1.56279370002449	7	7.01367399998708	7.50551649997942	9.49336079999921
4	1	4	target	83	Left	Right	RightArrow	0	2.41460270000971	11	11.001834900002	11.503701699985	13.5007909999986
5	1	5	target	78	Left	Right	RightArrow	0	2.24623700001393	15	15.0029131000047	15.5014589999919	17.4989795000001
6	1	6	target	81	Left	Right	RightArrow	0	1.79108900000574	19	19.0080455999996	19.5012861999858	21.4933688000019
7	1	7	target	84	Left	Left	LeftArrow	1	1.50187049998203	23	23.0005568999914	23.5015901000006	25.4935153999832
8	1	8	distractor	4	Right	Left	LeftArrow	0	1.62420329998713	27	27.0010379999876	27.4967673000065	29.4933850999805
9	1	9	target	80	Left	Left	LeftArrow	1	2.28804320000927	31	31.0045514999947	31.4992835999874	33.4993154999975
10	1	10	distractor	77	Right	Right	RightArrow	1	1.5439161999966	35	35.0000117000018	35.5021319999942	37.4934291999962
11	1	11	distractor	2	Right	Right	RightArrow	1	2.64476399999694	39	38.9987391000031	39.4993441999832	41.4942203999963
12	1	12	distractor	1	Right			-1	0	43	43.0003533999843	43.5005510000046	45.4967456999875
