trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	22	None	Right	RightArrow	NaN	1.91242199996486	0	0.0463519999757409	0.52164059993811	2.49344369990285
2	1	2	filler	45	None	Left	LeftArrow	NaN	2.42818360007368	4	4.00014599994756	4.50257189990953	6.49782099993899
3	1	3	target	24	Left	Left	LeftArrow	1	0.960523499990813	8	8.00098239991348	8.49933239992242	10.4934028999414
4	1	4	distractor	1	Right	Right	RightArrow	1	1.03071900003124	12	11.9999080999987	12.4994297999656	14.4934224999743
5	1	5	distractor	44	Right	Left	LeftArrow	0	1.30689710006118	16	15.9989162998972	16.496256299899	18.4934650999494
6	1	6	target	3	Left	Right	RightArrow	0	1.95223940000869	20	19.9988405999029	20.5026866999688	22.4933855999261
7	1	7	target	43	Left	Left	LeftArrow	1	1.44266069994774	24	24.005035399925	24.4963245999534	26.4934631999349
8	1	8	target	2	Left	Left	LeftArrow	1	1.26984190009534	28	27.9988892999245	28.5015608998947	30.4934907999123
9	1	9	distractor	64	Right	Right	RightArrow	1	1.52763989998493	32	32.0001212999923	32.4990109999198	34.4934746999061
10	1	10	distractor	23	Right	Left	LeftArrow	0	0.904585200012662	36	36.000106099993	36.501927599893	38.493403499946
11	1	11	target	65	Left	Right	RightArrow	0	2.10923459997866	40	40.0001838000026	40.4982491999399	42.4959830999142
12	1	12	distractor	66	Right	Right	RightArrow	1	1.84885299997404	44	43.9996499998961	44.4951684999978	46.4933969998965
