trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.0788648999878205	0.534783100010827	2.49960839998676
2	1	2	filler	2	None			NaN	0	3.5	3.52365309998277	4.00744739998481	5.99658529998851
3	1	3	target	3	Left	Left	LeftArrow	1	1.21923829999287	7	7.0082839000097	7.50225869999849	9.4934179999982
4	1	4	distractor	23	Right	Right	RightArrow	1	1.25674260000233	11	10.9999535999959	11.5005000999954	13.4933284999861
5	1	5	distractor	45	Right	Right	RightArrow	1	1.96035370000754	15	15.0053326000052	15.4974684999906	17.4934410999995
6	1	6	distractor	66	Right	Right	RightArrow	1	1.59815899998648	19	19.004717600008	19.496295799996	21.4933427000069
7	1	7	target	43	Left	Left	LeftArrow	1	1.25265329997637	23	23.0002822999959	23.4989349000098	25.4933953
8	1	8	target	64	Left	Left	LeftArrow	1	1.95782599999802	27	26.9994219999935	27.4962602999876	29.4933560999925
9	1	9	target	44	Left	Right	RightArrow	0	1.63334120000945	31	31.0001357999863	31.4991577999899	33.4933633999899
10	1	10	distractor	22	Right	Left	LeftArrow	0	2.35475139998016	35	35.0049334999931	35.4964228000026	37.4985342999862
11	1	11	distractor	65	Right	Left	LeftArrow	0	1.36993849999271	39	38.9990831000032	39.4974744000065	41.4933732000063
12	1	12	target	24	Left	Right	RightArrow	0	0.838516699994216	43	42.9996519999986	43.4968353000004	45.4933293999929
