trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	78	None	Left	LeftArrow	NaN	0.778204400034156	0	0.29561209998792	0.560142499976791	2.49300790001871
2	1	2	filler	4	None	Left	LeftArrow	NaN	0.848357100039721	4	4.00465680001071	4.54444829997374	6.49358870001743
3	1	3	target	77	Left	Left	LeftArrow	1	0.644790499994997	8	8.03033789998153	8.50910369999474	10.4932884000009
4	1	4	target	2	Left	Left	LeftArrow	1	1.26070330000948	12	12.0008036000072	12.4964082000079	14.4932304000249
5	1	5	distractor	1	Right	Left	LeftArrow	0	1.02138209994882	16	16.012155400007	16.5039018000243	18.4934631999931
6	1	6	distractor	83	Right	Left	LeftArrow	0	1.35377859999426	20	20.0282450999948	20.4999326000107	22.4934585000155
7	1	7	distractor	80	Right	Left	LeftArrow	0	0.876533400034532	24	23.9990828000009	24.4969788999879	26.4932682000217
8	1	8	distractor	3	Right	Left	LeftArrow	0	0.959718900034204	28	28.0050042999792	28.5026491999743	30.4934659000137
9	1	9	target	84	Left	Left	LeftArrow	1	1.07278079999378	32	31.9984849999892	32.495870099985	34.493418099999
10	1	10	distractor	82	Right	Left	LeftArrow	0	0.871033800009172	36	35.9999072999926	36.5030781999812	38.4934001999791
11	1	11	target	81	Left	Left	LeftArrow	1	1.21686049998971	40	39.9996579000144	40.5000768000027	42.4929262999794
12	1	12	target	79	Left	Left	LeftArrow	1	0.774953999964055	44	43.9983985999716	44.4973794000107	46.4937912999885
