trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.045721499947831	0.514480899902992	2.49565579998307
2	1	2	filler	43	None			NaN	0	3.5	3.52108259999659	4.00298309989739	6.00018039997667
3	1	3	target	2	Left	Left	LeftArrow	1	1.57021330005955	7	7.01030979992356	7.50095289992169	9.49345819989685
4	1	4	distractor	22	Right	Right	RightArrow	1	1.31108670006506	11	11.0143515999662	11.5020203999011	13.4932283000089
5	1	5	distractor	64	Right	Left	LeftArrow	0	1.50757389992941	15	14.9999332999578	15.5009154999861	17.4934100999963
6	1	6	target	24	Left	Right	RightArrow	0	1.74055200000294	19	18.9999648999656	19.5004602998961	21.4934115000069
7	1	7	distractor	44	Right	Right	RightArrow	1	1.88327570003457	23	22.9998861999484	23.4961706999457	25.4934522999683
8	1	8	target	23	Left	Right	RightArrow	0	2.37873659993056	27	27.0055215999018	27.4988182999659	29.4986617999384
9	1	9	target	45	Left	Left	LeftArrow	1	2.09291969996411	31	31.0056565999985	31.4994816000108	33.4976662999252
10	1	10	distractor	66	Right	Right	RightArrow	1	1.40596429992002	35	35.0002879999811	35.501575000002	37.4933975999011
11	1	11	distractor	3	Right	Right	RightArrow	1	1.38731759996153	39	39.0001288999338	39.4975454999367	41.4934820999624
12	1	12	target	65	Left	Right	RightArrow	0	1.03397280001082	43	42.9999983999878	43.496094699949	45.4930254999781
