trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0852580999489874	0.55653309985064	2.49619939993136
2	1	2	filler	64	None			NaN	0	3.5	3.51752489991486	4.01322859991342	6.00026070000604
3	1	3	target	2	Left	Left	LeftArrow	1	1.93339829985052	7	7.00514560006559	7.51376220001839	9.4933778999839
4	1	4	target	66	Left			-1	0	11	11.0064652999863	11.5208759999368	13.4979294000659
5	1	5	distractor	44	Right	Left	LeftArrow	0	1.5326524998527	15	15.0174064000603	15.517037600046	17.4934727998916
6	1	6	target	65	Left	Left	LeftArrow	1	1.41871910006739	19	19.004823199939	19.4997059998568	21.4936023999471
7	1	7	target	45	Left	Right	RightArrow	0	1.41122910007834	23	23.000092699891	23.5009170998819	25.4934058999643
8	1	8	distractor	23	Right	Right	RightArrow	1	1.82076810020953	27	27.0002220000606	27.4975172998384	29.4933237999212
9	1	9	target	43	Left	Left	LeftArrow	1	1.59365719999187	31	30.9987651999108	31.49639009987	33.4934111998882
10	1	10	distractor	1	Right	Right	RightArrow	1	1.76806630007923	35	34.9987514000386	35.4963088999502	37.4934763000347
11	1	11	distractor	22	Right	Right	RightArrow	1	1.69780339999124	39	39.0047075999901	39.5016423000488	41.4934602999128
12	1	12	distractor	24	Right	Right	RightArrow	1	2.05292079993524	43	43.0047770999372	43.4979163999669	45.4991673999466
