trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.0999832000088645	0.519217300010496	2.49882900000375
2	1	2	filler	2	None			NaN	0	3.5	3.50977780000539	4.00240860000486	5.99617630000284
3	1	3	target	3	Left	Left	LeftArrow	1	1.30456479999702	7	7.00797910000256	7.49814820000029	9.49340700000175
4	1	4	distractor	64	Right			-1	0	11	11.018436600003	11.4991651000018	13.4978220000048
5	1	5	distractor	43	Right	Left	LeftArrow	0	1.00640539999586	15	15.0252818000008	15.4960911000089	17.4933610000007
6	1	6	target	66	Left	Right	RightArrow	0	1.38784609999857	19	19.0055653000018	19.4968974000076	21.4934438000055
7	1	7	target	44	Left	Left	LeftArrow	1	1.48190179999801	23	23.0046890000085	23.4991934999998	25.4934463999962
8	1	8	distractor	23	Right	Left	LeftArrow	0	1.21692819999589	27	27.0049634000025	27.4966158000025	29.4933833999967
9	1	9	distractor	65	Right	Right	RightArrow	1	1.82157990000269	31	31.0045881999977	31.4964838000014	33.4934694999974
10	1	10	target	24	Left	Left	LeftArrow	1	1.73836640000809	35	35.0008288000099	35.5002941999992	37.4935228000104
11	1	11	distractor	45	Right	Right	RightArrow	1	1.82147959999566	39	39.004317400002	39.5010180000099	41.4934884999966
12	1	12	target	22	Left	Left	LeftArrow	1	1.11421780000092	43	43.005090599996	43.5023677999998	45.4933649000013
