trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	81	None			NaN	0	0	0.100027299951762	0.500117999967188	2.49423029995523
2	1	2	filler	1	None			NaN	0	3.5	3.51507119997405	4.00144619995262	5.99395459995139
3	1	3	target	83	Left	Left	LeftArrow	1	2.43538600008469	7	7.01075999997556	7.50181239994708	9.49422410002444
4	1	4	distractor	84	Right	Right	RightArrow	1	2.00831659999676	11	11.0060140000423	11.5017057999503	13.4955355999991
5	1	5	distractor	4	Right			-1	0	15	15.0006303000264	15.5015500000445	17.4946096999338
6	1	6	target	78	Left	Right	RightArrow	0	1.40094750002027	19	19.0211252999725	19.5026080999523	21.4934884000104
7	1	7	target	3	Left	Left	LeftArrow	1	1.9516297999071	23	23.0060587000335	23.5038564000279	25.4933610999724
8	1	8	target	80	Left	Right	RightArrow	0	2.05060600000434	27	27.0057156999828	27.5021127000218	29.4991497000447
9	1	9	distractor	82	Right	Left	LeftArrow	0	1.81345739995595	31	31.0057010999881	31.499800199992	33.4935279999627
10	1	10	distractor	2	Right	Left	LeftArrow	0	2.00532719993498	35	35.0009800000116	35.4990218000021	37.496407300001
11	1	11	target	77	Left	Right	RightArrow	0	1.49399700004142	39	39.0066033999901	39.498249999946	41.4934568000026
12	1	12	distractor	79	Right	Right	RightArrow	1	2.04852850001771	43	43.0003726000432	43.5010241999989	45.4977742999326
