trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.0854827999719419	0.517595699988306	2.49801149999257
2	1	2	filler	44	None			NaN	0	3.5	3.5075768000097	4.00037449999945	5.99969550000969
3	1	3	distractor	23	Right	Right	RightArrow	1	1.42874940001639	7	7.01098449999699	7.49674049997702	9.49349339999026
4	1	4	distractor	2	Right			-1	0	11	11.0053429999971	11.4985727000167	13.4978259999771
5	1	5	target	24	Left	Right	RightArrow	0	1.71302369999466	15	15.0240191000048	15.4986979999812	17.4934499000083
6	1	6	distractor	66	Right	Left	LeftArrow	0	1.76624540000921	19	18.9998785000062	19.496565199981	21.4934670000221
7	1	7	target	22	Left	Right	RightArrow	0	1.83540030004224	23	22.998975399998	23.4966717999778	25.4937721000169
8	1	8	target	65	Left	Right	RightArrow	0	2.32525629998418	27	26.9999029000173	27.5014610000071	29.495659600012
9	1	9	distractor	43	Right	Right	RightArrow	1	2.29761400003918	31	30.9994322999846	31.497475799988	33.4955775000271
10	1	10	target	64	Left	Right	RightArrow	0	1.9386833999888	35	35.001045299985	35.4960805000155	37.4934502000106
11	1	11	target	45	Left	Right	RightArrow	0	2.49648879998131	39	39.0002409999724	39.5000936000142	41.4984970000223
12	1	12	distractor	3	Right	Right	RightArrow	1	2.71652250003535	43	42.9999762999942	43.4964290999924	45.4996646000072
