trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	64	None			NaN	0	0	0.0516204999294132	0.506794299930334	2.49967669998296
2	1	2	filler	2	None			NaN	0	3.5	3.51994320005178	4.00283059990034	5.99659099988639
3	1	3	target	65	Left	Right	RightArrow	0	0.915559299988672	7	7.00945189991035	7.50384730007499	9.49304779991508
4	1	4	target	3	Left	Left	LeftArrow	1	1.66258410015143	11	11.0181364999153	11.5059626998845	13.4933986000251
5	1	5	distractor	22	Right	Right	RightArrow	1	1.82250089989975	15	15.0044360999018	15.5013619000092	17.4936601000372
6	1	6	target	1	Left	Left	LeftArrow	1	1.57312859990634	19	19.0055024998728	19.5003140000626	21.4934167999309
7	1	7	target	24	Left	Left	LeftArrow	1	1.06008540000767	23	22.9999925999437	23.4994467999786	25.4934549999889
8	1	8	distractor	23	Right	Right	RightArrow	1	1.31382100004703	27	26.9993709998671	27.5041924999095	29.4931407000404
9	1	9	distractor	45	Right	Right	RightArrow	1	1.85061260010116	31	31.0046836000402	31.5011132999789	33.4933855000418
10	1	10	distractor	66	Right	Right	RightArrow	1	1.56033669994213	35	35.0002395999618	35.4993843999691	37.493479500059
11	1	11	target	44	Left	Left	LeftArrow	1	1.5508969000075	39	39.0061009998899	39.4986360999756	41.4934769999236
12	1	12	distractor	43	Right	Right	RightArrow	1	1.79406480002217	43	43.0003998000175	43.5031995000318	45.4933583999518
