trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	78	None			NaN	0	0	0.0733727000188082	0.502783100120723	2.49587929993868
2	1	2	filler	1	None			NaN	0	3.5	3.51032570004463	4.0015014000237	5.99821819993667
3	1	3	target	77	Left	Left	LeftArrow	1	0.655868200119585	7	7.00930420006625	7.50469309999608	9.49347519990988
4	1	4	target	3	Left			-1	0	11	11.0003438999411	11.502861399902	13.4951941999607
5	1	5	distractor	2	Right			-1	0	15	15.0163547999691	15.5015962000471	17.4994799001142
6	1	6	distractor	84	Right	Right	RightArrow	1	0.536818800028414	19	19.0104867999908	19.5038578999229	21.4934386000969
7	1	7	distractor	79	Right			-1	0	23	22.9990530000068	23.4979227001313	25.4962492000777
8	1	8	target	83	Left	Right	RightArrow	0	0.144168199971318	27	27.0114744000603	27.5038789000828	29.493494000053
9	1	9	target	80	Left	Left	LeftArrow	1	0.830258399946615	31	30.999275200069	31.5028820000589	33.493388999952
10	1	10	distractor	4	Right			-1	0	35	35.0000603999943	35.4973482000642	37.4961010001134
11	1	11	target	82	Left	Neither	DownArrow	0	0.143835599999875	39	39.009244200075	39.4983874999452	41.4934787000529
12	1	12	distractor	81	Right	Right	RightArrow	1	2.64980839984491	43	43.0045070999768	43.5014802000951	45.496904599946
