trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	24	None			NaN	0	0	0.0422575999982655	0.502449699910358	2.49524830002338
2	1	2	filler	2	None			NaN	0	3.5	3.50806999998167	4.00059959990904	5.99872949998826
3	1	3	distractor	64	Right	Right	RightArrow	1	0.923557299887761	7	7.00825209985487	7.50454739993438	9.493403499946
4	1	4	distractor	65	Right	Right	RightArrow	1	2.03781429980882	11	11.0046373999212	11.500381299993	13.4985932998825
5	1	5	distractor	23	Right	Left	LeftArrow	0	1.52444529999048	15	15.005643399898	15.5048636000138	17.4932333999313
6	1	6	target	66	Left	Right	RightArrow	0	0.736245400039479	19	18.9992874998134	19.5011741998605	21.4935770998709
7	1	7	target	22	Left	Left	LeftArrow	1	1.01322249998339	23	22.9987809997983	23.502831999911	25.493312999839
8	1	8	distractor	45	Right	Right	RightArrow	1	1.45362899987958	27	27.0049778998364	27.5014337999746	29.4934449000284
9	1	9	distractor	1	Right	Left	LeftArrow	0	1.83240750012919	31	30.9991397999693	31.5008522998542	33.493481699843
10	1	10	target	44	Left	Left	LeftArrow	1	1.16139589995146	35	34.9988408999052	35.4984464999288	37.493055799976
11	1	11	target	3	Left	Left	LeftArrow	1	1.41032849997282	39	38.9997500998434	39.499003399862	41.4930306999013
12	1	12	target	43	Left	Left	LeftArrow	1	2.45391349983402	43	43.0001746998169	43.5012664999813	45.4972126998473
