trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	82	None			NaN	0	0	0.085095499875024	0.501241599908099	2.49773699999787
2	1	2	filler	84	None			NaN	0	3.5	3.51235549990088	3.99966700002551	5.9990783999674
3	1	3	target	77	Left	Left	LeftArrow	1	1.59308180003427	7	7.00607499992475	7.50345600000583	9.49346049991436
4	1	4	target	81	Left	Left	LeftArrow	1	1.83027409994975	11	10.9998548999429	11.5024756998755	13.4934828998521
5	1	5	target	79	Left	Left	LeftArrow	1	1.54679729999043	15	15.0003447998315	15.4986145999283	17.4934831999708
6	1	6	distractor	3	Right	Right	RightArrow	1	1.50962159992196	19	19.0009212999139	19.4988772999495	21.4934779000469
7	1	7	distractor	1	Right	Right	RightArrow	1	2.31886140001006	23	22.9990133000538	23.4976639999077	25.4966392999049
8	1	8	distractor	80	Right	Right	RightArrow	1	2.60062729986385	27	27.0005506998859	27.5011380000506	29.4960644999519
9	1	9	distractor	83	Right	Right	RightArrow	1	2.30688129994087	31	31.0000068000518	31.4993781000376	33.4938379998785
10	1	10	distractor	4	Right	Right	RightArrow	1	1.85537979984656	35	35.0002418998629	35.5008572000079	37.4934556998778
11	1	11	target	78	Left	Left	LeftArrow	1	1.66574309999123	39	39.0000550998375	39.5000626998954	41.493428299902
12	1	12	target	2	Left	Right	RightArrow	0	2.3522290000692	43	43.0039353999309	43.4991403999738	45.4969432998914
