trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	64	None			NaN	0	0	0.0880308000196237	0.503788800007896	2.49551440001233
2	1	2	filler	24	None			NaN	0	3.5	3.51872839999851	4.00407510000514	5.99649320001481
3	1	3	target	65	Left	Left	LeftArrow	1	1.188185099978	7	7.00843290000921	7.50145910002175	9.49345609999727
4	1	4	distractor	66	Right	Right	RightArrow	1	1.89512929998455	11	11.0046407000045	11.5001358000154	13.4933802000014
5	1	5	distractor	22	Right	Left	LeftArrow	0	2.91738309999346	15	14.9988473000121	15.4992403000069	17.4939264999994
6	1	6	distractor	2	Right	Right	RightArrow	1	2.85392949997913	19	19.0000346000015	19.5009469000215	21.4953425000131
7	1	7	target	23	Left	Right	RightArrow	0	1.79188239999348	23	22.9997723000124	23.4985728000174	25.4933243000123
8	1	8	distractor	43	Right	Right	RightArrow	1	2.34257409998099	27	27.0041148000164	27.5036676000163	29.49746340001
9	1	9	distractor	1	Right			-1	0	31	30.9990808000148	31.5016844000202	33.4972358000232
10	1	10	target	44	Left	Right	RightArrow	0	1.86862500000279	35	35.0128451000201	35.4976726000023	37.4933702000126
11	1	11	target	3	Left	Left	LeftArrow	1	1.50207439999213	39	39.0046611000143	39.5016202000261	41.4931554000068
12	1	12	target	45	Left	Right	RightArrow	0	2.13475299999118	43	43.0000130000117	43.4990287000255	45.4945362000144
