trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	82	None			NaN	0	0	0.345319799991557	0.52007919998141	2.50004179999814
2	1	2	filler	78	None			NaN	0	3.5	3.51896389998728	4.04371769999852	5.99794529998326
3	1	3	distractor	1	Right	Right	RightArrow	1	1.59670140000526	7	7.04088849999243	7.52363899999182	9.49344739998924
4	1	4	target	81	Left			-1	0	11	11.0038872000005	11.5015093999973	13.4957715999917
5	1	5	distractor	79	Right	Neither	DownArrow	0	1.63069469999755	15	15.0599890000012	15.5074874999991	17.4934356999875
6	1	6	distractor	3	Right	Left	LeftArrow	0	1.29324020000058	19	19.0274236999976	19.5034642999817	21.493384899979
7	1	7	target	77	Left			-1	0	23	23.0002425999846	23.4979191999882	25.4984828999732
8	1	8	target	4	Left	Right	RightArrow	0	1.08355420001317	27	27.0263941999874	27.5033259999764	29.4934430999856
9	1	9	target	80	Left	Right	RightArrow	0	1.45761199999833	31	31.0000602999935	31.4974430000002	33.4934826999961
10	1	10	distractor	84	Right	Left	LeftArrow	0	1.83065400001942	35	34.9998327999783	35.5022938999755	37.4933803999738
11	1	11	target	83	Left	Right	RightArrow	0	1.21770330000436	39	39.0050156999787	39.5018445999885	41.4933437999862
12	1	12	distractor	2	Right	Right	RightArrow	1	2.09899970001425	43	42.9992540999956	43.5012886999757	45.4955410999828
