trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	45	None	Left	LeftArrow	NaN	2.67896789999213	0	0.13758019998204	0.615441299974918	2.50108019995969
2	1	2	filler	64	None			NaN	0	4	4.01338179997401	4.51319959998364	6.49635599995963
3	1	3	target	44	Left			-1	0	7.5	7.51006229995983	8.01639969996177	9.99863449996337
4	1	4	distractor	2	Right			-1	0	11.5	11.6052065999829	12.0057796000037	13.9952892999863
5	1	5	target	43	Left	Left	LeftArrow	1	2.41857839998556	15.5	15.5279572999571	16.0343963999767	18.00147009996
6	1	6	distractor	24	Right	Left	LeftArrow	0	2.17307949997485	19.5	19.5283503999817	19.9979225000134	21.9962472000043
7	1	7	distractor	66	Right	Left	LeftArrow	0	2.28375280002365	23.5	23.5087777999579	23.9987365999841	25.996305299981
8	1	8	target	23	Left	Left	LeftArrow	1	2.59283219999634	27.5	27.506069199997	28.0010904999799	29.9977134999936
9	1	9	distractor	3	Right	Right	RightArrow	1	2.13202119997004	31.5	31.5072487000143	32.0007115000044	33.9955289000063
10	1	10	target	22	Left	Left	LeftArrow	1	1.17195480002556	35.5	35.5085333999596	35.9966161999619	37.9935289999703
11	1	11	target	1	Left	Right	RightArrow	0	1.96069600002375	39.5	39.5060937000089	39.9975195999723	41.993447899993
12	1	12	distractor	65	Right	Left	LeftArrow	0	2.71271980000893	43.5	43.5070892999647	43.9997455999837	45.9944159999723
