trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	65	None			NaN	0	0	0.0815780000411905	0.507837000011932	2.49448540003505
2	1	2	filler	2	None			NaN	0	3.5	3.5068622000399	4.00107270001899	5.99631499999668
3	1	3	target	64	Left	Right	RightArrow	0	1.87132090004161	7	7.00730810000096	7.49944939999841	9.4933866999927
4	1	4	target	1	Left	Left	LeftArrow	1	1.72163119999459	11	11.0048576000263	11.5042846000288	13.4934681000304
5	1	5	distractor	44	Right	Right	RightArrow	1	1.55314769997494	15	14.9987735000323	15.5033507000189	17.4934428000124
6	1	6	target	3	Left	Left	LeftArrow	1	2.22658169997158	19	19.0047935000039	19.498725500016	21.4945392000373
7	1	7	target	43	Left	Right	RightArrow	0	1.49355179996928	23	22.9996435000212	23.4997148000402	25.4930423999904
8	1	8	distractor	22	Right	Left	LeftArrow	0	1.22058940003626	27	27.0045954000088	27.4997846999904	29.4933730000048
9	1	9	distractor	24	Right	Right	RightArrow	1	1.25536559999455	31	31.0007663000142	31.5043687000289	33.4934430000139
10	1	10	target	23	Left	Left	LeftArrow	1	1.70348299999023	35	34.9984567000065	35.5019734000089	37.4935204000212
11	1	11	distractor	45	Right	Right	RightArrow	1	1.1515403999947	39	38.9997581000207	39.5006298000226	41.4933219000231
12	1	12	distractor	66	Right	Left	LeftArrow	0	1.73793959995965	43	42.9985220000381	43.5003321000258	45.4934147000313
