trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	65	None			NaN	0	0	0.0930270999961067	0.514724200009368	2.49485660000937
2	1	2	filler	43	None			NaN	0	3.5	3.5226396000071	4.00384220000706	5.99681079998845
3	1	3	distractor	22	Right	Right	RightArrow	1	1.25792559998808	7	7.01038329998846	7.49770480001462	9.49337119999109
4	1	4	distractor	1	Right	Right	RightArrow	1	2.20477260000189	11	11.0044546000136	11.4982350000064	13.4978196000156
5	1	5	target	23	Left	Right	RightArrow	0	2.17113999999128	15	15.000028200011	15.5004514000029	17.4950993999955
6	1	6	target	2	Left	Right	RightArrow	0	2.33404699998209	19	19.0051211999962	19.4971238000144	21.4984722000081
7	1	7	distractor	64	Right			-1	0	23	23.0046957000159	23.4963925000047	25.4976982999942
8	1	8	target	3	Left	Left	LeftArrow	1	0.823069600010058	27	27.0192875000066	27.4989267000055	29.4934304000053
9	1	9	target	66	Left	Right	RightArrow	0	0.810948500002269	31	31.0045811000164	31.4934250999941	33.49304880001
10	1	10	distractor	45	Right	Left	LeftArrow	0	1.74955710000359	35	35.004961300001	35.5016291000065	37.4933648000006
11	1	11	distractor	24	Right	Right	RightArrow	1	2.53867909999099	39	39.0047666000028	39.5016056000022	41.4940619000117
12	1	12	target	44	Left	Left	LeftArrow	1	2.57126609998522	43	43.0009169999976	43.497329100006	45.4973180000088
