trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	3	None			NaN	0	0	0.0391302998177707	0.50482749985531	2.49918309994973
2	1	2	filler	81	None			NaN	0	3.5	3.50168739981018	3.99897259986028	5.99858349980786
3	1	3	distractor	83	Right	Right	RightArrow	1	0.728902800008655	7	7.01002379995771	7.50508559984155	9.49384629982524
4	1	4	target	78	Left	Left	LeftArrow	1	2.34735599998385	11	10.9991901998874	11.5013158000074	13.4960427999031
5	1	5	target	84	Left	Right	RightArrow	0	2.48877850011922	15	14.9998627998866	15.4990226998925	17.4962276997976
6	1	6	target	80	Left			-1	0	19	18.9997546998784	19.4976714998484	21.4953012999613
7	1	7	distractor	4	Right	Right	RightArrow	1	1.888008199865	23	23.0194206999149	23.4933863999322	25.4935091999359
8	1	8	target	77	Left	Left	LeftArrow	1	0.763695999979973	27	27.0044261999428	27.5023024999537	29.4934654999524
9	1	9	target	2	Left	Right	RightArrow	0	1.13706310000271	31	31.000094599789	31.4987809997983	33.4930634999182
10	1	10	distractor	1	Right	Left	LeftArrow	0	1.86737240012735	35	35.0046270999592	35.4985095998272	37.4933809000067
11	1	11	distractor	79	Right			-1	0	39	38.9993566998746	39.5010832999833	41.4997630999424
12	1	12	distractor	82	Right	Right	RightArrow	1	2.62261680001393	43	43.0178373998497	43.4934250998776	45.4998267998453
