trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	1	None			NaN	0	0	0.0736709998454899	0.504147799918428	2.49921719986014
2	1	2	filler	77	None			NaN	0	3.5	3.50792329991236	4.00327749992721	5.99454759992659
3	1	3	target	4	Left	Left	LeftArrow	1	1.7585843000561	7	7.00913059990853	7.50077699986286	9.49347859993577
4	1	4	target	79	Left	Left	LeftArrow	1	2.17955549992621	11	11.0002728998661	11.5033418999519	13.4991587998811
5	1	5	distractor	82	Right	Right	RightArrow	1	2.28812639997341	15	15.0051456999499	15.502830500016	17.4950804000255
6	1	6	distractor	3	Right	Left	LeftArrow	0	2.49688700004481	19	19.0053795999847	19.5009624999948	21.4943231998477
7	1	7	target	80	Left	Left	LeftArrow	1	1.49909749999642	23	23.0060290999245	23.5022972000297	25.4929327999707
8	1	8	distractor	84	Right	Left	LeftArrow	0	1.57664110022597	27	26.9993080999702	27.4981115998235	29.4933921999764
9	1	9	distractor	2	Right	Right	RightArrow	1	1.20514669991098	31	31.0052014999092	31.5017637999263	33.4933998999186
10	1	10	target	78	Left			-1	0	35	35.0001749999356	35.4968262999319	37.4947166999336
11	1	11	distractor	81	Right	Right	RightArrow	1	2.09105989988893	39	39.0089268998709	39.5000245999545	41.4998272999655
12	1	12	target	83	Left	Right	RightArrow	0	1.28082969994284	43	42.9988710999023	43.4984192999545	45.4931530000176
