trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	66	None			NaN	0	0	0.0468601000029594	0.519582400098443	2.49605529988185
2	1	2	filler	23	None			NaN	0	3.5	3.50237950007431	3.99903579987586	5.99890749994665
3	1	3	target	65	Left	Left	LeftArrow	1	1.06182290008292	7	7.0102258999832	7.49844149989076	9.49338239990175
4	1	4	target	24	Left	Left	LeftArrow	1	0.718198899878189	11	11.0001874999143	11.4974058000371	13.4935367999133
5	1	5	target	64	Left	Left	LeftArrow	1	1.63157950015739	15	14.9995015000459	15.4974461998791	17.4933889000677
6	1	6	distractor	2	Right	Right	RightArrow	1	0.957860500086099	19	18.9995085999835	19.4960328999441	21.4933617999777
7	1	7	distractor	1	Right	Right	RightArrow	1	1.71258669998497	23	22.9995506999549	23.5010822999757	25.4934439999051
8	1	8	distractor	22	Right	Left	LeftArrow	0	0.975629499880597	27	26.9988359000999	27.4990785000846	29.4933718999382
9	1	9	target	3	Left	Right	RightArrow	0	1.1195163000375	31	30.9986405000091	31.4973436000291	33.4934630000498
10	1	10	distractor	45	Right	Right	RightArrow	1	1.1365815999452	35	34.9995806000661	35.4965387999546	37.4933011000976
11	1	11	distractor	43	Right	Left	LeftArrow	0	1.21359699987806	39	39.0046695999335	39.4990532000083	41.4931274000555
12	1	12	target	44	Left	Right	RightArrow	0	0.834329299861565	43	43.0043528000824	43.4991472000256	45.493475999916
