trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	66	None			NaN	0	0	0.0801424999990559	0.539593000001332	2.49563729999863
2	1	2	filler	23	None			NaN	0	3.5	3.51983870000186	4.04371779999929	5.99831650000124
3	1	3	distractor	2	Right	Right	RightArrow	1	0.846736799998325	7	7.01017109999884	7.53606750000108	9.49323029999869
4	1	4	target	24	Left	Right	RightArrow	0	2.76608890000352	11	11.0039600999989	11.5415719999983	13.4969061000011
5	1	5	target	3	Left	Left	LeftArrow	1	1.30732009999701	15	14.9999380000008	15.5394774000015	17.4934598
6	1	6	distractor	64	Right	Left	LeftArrow	0	1.33521180000025	19	18.9996878999991	19.5411945999986	21.4934056999991
7	1	7	target	1	Left	Right	RightArrow	0	1.42646249999962	23	22.9994402000011	23.5384445999989	25.4934039
8	1	8	target	65	Left	Right	RightArrow	0	2.18561019999834	27	26.9996167999998	27.4933883000012	29.4952322999998
9	1	9	distractor	43	Right	Right	RightArrow	1	1.20085259999905	31	31.0001448000003	31.536022100001	33.4930128999986
10	1	10	distractor	45	Right	Right	RightArrow	1	1.0024298999997	35	34.999719899999	35.539039700001	37.4930452000008
11	1	11	distractor	22	Right	Right	RightArrow	1	2.05442310000217	39	38.9998999000018	39.5355512999995	41.4985334999983
12	1	12	target	44	Left	Right	RightArrow	0	0.666435299997829	43	43.0004513999993	43.5400554000007	45.4932966999986
