trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	2	None			NaN	0	0	0.0880762999877334	0.514077099971473	2.49508859985508
2	1	2	filler	24	None			NaN	0	3.5	3.50679599982686	4.00029299990274	5.99400599999353
3	1	3	distractor	43	Right	Right	RightArrow	1	1.29837960004807	7	7.00934190000407	7.49825369985774	9.49342889990658
4	1	4	target	22	Left	Left	LeftArrow	1	2.45326789980754	11	10.9998097999487	11.5000197000336	13.4971526998561
5	1	5	target	45	Left	Left	LeftArrow	1	2.35479999985546	15	15.0001054999884	15.4988853000104	17.4951096998993
6	1	6	distractor	66	Right	Right	RightArrow	1	1.04412489989772	19	19.0001826998778	19.4961431999691	21.4934171999339
7	1	7	target	44	Left	Left	LeftArrow	1	2.13662020000629	23	22.9995357999578	23.4970566998236	25.4941169000231
8	1	8	target	64	Left	Right	RightArrow	0	0.994536600075662	27	26.9990899998229	27.4961730998475	29.4931595998351
9	1	9	distractor	3	Right	Right	RightArrow	1	2.34376049996354	31	30.9998884999659	31.5013965000398	33.4973069999833
10	1	10	target	65	Left	Left	LeftArrow	1	1.70102540007792	35	35.0004471999127	35.4998909998685	37.4934396999888
11	1	11	distractor	23	Right	Right	RightArrow	1	1.81582139991224	39	38.9997668999713	39.4975322999526	41.4934528998565
12	1	12	distractor	1	Right	Left	LeftArrow	0	1.45738679985516	43	42.9996936998796	43.499714500038	45.4935124998447
