trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	44	None			NaN	0	0	0.0432126000523567	0.50888800015673	2.49913240014575
2	1	2	filler	2	None			NaN	0	3.5	3.50494320015423	3.99849519995041	5.99498110008426
3	1	3	distractor	65	Right	Right	RightArrow	1	1.49068329995498	7	7.00932630011812	7.49790520011447	9.49347250000574
4	1	4	target	1	Left	Left	LeftArrow	1	2.43132900004275	11	10.9987536999397	11.4965683000628	13.4969315000344
5	1	5	distractor	23	Right			-1	0	15	15.0003406000324	15.4959546001628	17.4986471999437
6	1	6	target	3	Left	Right	RightArrow	0	1.25124110002071	19	19.0175227001309	19.5018025001045	21.4934801000636
7	1	7	target	22	Left	Left	LeftArrow	1	1.47927620005794	23	23.0052176001482	23.5004716999829	25.4934927001595
8	1	8	distractor	66	Right	Right	RightArrow	1	1.9230813998729	27	27.0055659001227	27.4998445000965	29.4934773000423
9	1	9	distractor	43	Right	Right	RightArrow	1	1.98295760015026	31	30.9992897999473	31.4978688999545	33.4932932001539
10	1	10	target	64	Left	Left	LeftArrow	1	1.87803230015561	35	34.9987417999655	35.4992613999639	37.4934086001012
11	1	11	target	45	Left	Left	LeftArrow	1	1.6831336999312	39	38.9988355000969	39.4964052001014	41.4934628999326
12	1	12	distractor	24	Right	Right	RightArrow	1	2.25780799984932	43	43.0050097000785	43.5007144000847	45.493789399974
