trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	4	None	Left	LeftArrow	NaN	1.25784809999914	0	0.0983172000005652	0.506367000000864	2.49355360000027
2	1	2	filler	80	None			NaN	0	4	4.01416980000067	4.50611090000075	6.49983250000059
3	1	3	distractor	82	Right	Left	LeftArrow	0	1.59155740000006	7.5	7.5124880000003	8.00176210000063	9.99359770000046
4	1	4	distractor	1	Right	Right	RightArrow	1	0.698456199999782	11.5	11.5055336000005	12.0003652000005	13.9940195000008
5	1	5	target	79	Left	Right	RightArrow	0	2.22754579999946	15.5	15.5057734000002	16.0024636000007	17.9969665000008
6	1	6	target	3	Left	Left	LeftArrow	1	1.4671073999998	19.5	19.5062549000004	19.9984406000003	21.9934790000007
7	1	7	target	78	Left	Left	LeftArrow	1	1.64633909999975	23.5	23.5046795000007	23.9989277000004	25.9934947000002
8	1	8	distractor	83	Right	Left	LeftArrow	0	1.03038600000036	27.5	27.5048834000008	28.0027623000005	29.9935297000002
9	1	9	target	84	Left	Right	RightArrow	0	0.626585799999702	31.5	31.5052434000008	31.9995646000007	33.9934048000005
10	1	10	distractor	2	Right	Left	LeftArrow	0	0.728190800000448	35.5	35.5051294000004	36.0008077000002	37.9934927000004
11	1	11	target	81	Left	Right	RightArrow	0	0.657652800000506	39.5	39.5047452000008	39.9935321000003	41.9935182000008
12	1	12	distractor	77	Right	Left	LeftArrow	0	0.64744569999948	43.5	43.5045873000008	44.0012191000005	45.9934908000005
