trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	22	None			NaN	0	0	0.0878945000004023	0.566210400000273	2.49585039999511
2	1	2	filler	44	None			NaN	0	3.5	3.52064899999823	4.04207459999452	5.99618859999464
3	1	3	target	23	Left	Left	LeftArrow	1	1.14646010000433	7	7.0090654999949	7.53785299999436	9.49340400000074
4	1	4	distractor	1	Right	Right	RightArrow	1	2.12756280000031	11	10.9998726999984	11.5410921000002	13.4981617999947
5	1	5	distractor	2	Right	Right	RightArrow	1	2.56378389999736	15	14.9998592999982	15.5403571999996	17.4944382999965
6	1	6	target	3	Left	Left	LeftArrow	1	1.32622139999876	19	19.0001925999968	19.5401525999987	21.4934464999969
7	1	7	distractor	66	Right	Right	RightArrow	1	2.72284639999998	23	23.0004279999994	23.539477499995	25.4988854999974
8	1	8	distractor	24	Right	Left	LeftArrow	0	2.27971080000134	27	26.9997861999946	27.5375213999941	29.4969569999957
9	1	9	target	65	Left	Left	LeftArrow	1	2.75429669999721	31	31.0001656999957	31.5375413000002	33.4989585000003
10	1	10	distractor	43	Right	Right	RightArrow	1	2.31921119999606	35	34.9995774999988	35.5393912	37.4978912999941
11	1	11	target	64	Left	Left	LeftArrow	1	2.22108800000569	39	39.0001453000004	39.5396780999945	41.4942183999956
12	1	12	target	45	Left	Right	RightArrow	0	2.03393739999592	43	42.9998978000003	43.5358395000003	45.4977875999975
