trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	64	None	Left	LeftArrow	NaN	1.69260539999959	0	0.0926573000033386	0.562974600004964	2.49337960000412
2	1	2	filler	22	None			NaN	0	4	4.01256980000471	4.54431860000477	6.4982147999981
3	1	3	distractor	44	Right	Right	RightArrow	1	1.45551209999394	7.5	7.52067140000145	8.04595820000395	9.99355360000482
4	1	4	target	24	Left	Left	LeftArrow	1	1.10824260000663	11.5	11.5108953000017	12.0366628999982	13.9933514000004
5	1	5	target	45	Left	Right	RightArrow	0	1.71571459999541	15.5	15.5119950000008	16.0424102000034	17.9934469
6	1	6	distractor	43	Right	Right	RightArrow	1	1.69075239999802	19.5	19.5263669999986	20.0389040000009	21.9934055999984
7	1	7	distractor	1	Right	Right	RightArrow	1	1.36649970000144	23.5	23.5078947000002	24.0419544000033	25.9934286999996
8	1	8	distractor	66	Right	Right	RightArrow	1	1.60052450000512	27.5	27.5060458000007	28.0394807999983	29.9933968000041
9	1	9	target	2	Left			-1	0	31.5	31.5074769999992	32.0359260000041	33.9950509000046
10	1	10	target	65	Left	Right	RightArrow	0	1.47237360000145	35.5	35.5611630999992	36.0406900000016	37.9933773000012
11	1	11	target	3	Left	Right	RightArrow	0	1.29309009999997	39.5	39.4996595999983	40.0349608000033	41.9933297000025
12	1	12	distractor	23	Right	Left	LeftArrow	0	1.13345289999415	43.5	43.5053808000011	44.0386876000048	45.9934644000023
