trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	83	None			NaN	0	0	0.0484008998610079	0.503611899912357	2.49487629998475
2	1	2	filler	80	None			NaN	0	3.5	3.50878809997812	3.9998405999504	5.99475279985927
3	1	3	target	77	Left	Left	LeftArrow	1	1.09293969999999	7	7.01042809989303	7.50100449984893	9.49339259997942
4	1	4	distractor	4	Right	Right	RightArrow	1	1.53333940007724	11	11.0041679998394	11.5006028998177	13.4934449999128
5	1	5	target	81	Left	Left	LeftArrow	1	0.880196999991313	15	14.9997543999925	15.4996109998319	17.4934749999084
6	1	6	target	3	Left	Left	LeftArrow	1	1.2929142001085	19	19.0017780000344	19.5011066999286	21.4931490998715
7	1	7	distractor	2	Right	Right	RightArrow	1	1.84251679992303	23	22.9995322998147	23.5018492999952	25.4941155000124
8	1	8	distractor	82	Right	Left	LeftArrow	0	1.71277690003626	27	27.0002180999145	27.4998109999578	29.4933853999246
9	1	9	distractor	78	Right			-1	0	31	30.9997151999269	31.5020719999447	33.4956270998809
10	1	10	target	84	Left	Left	LeftArrow	1	2.07636579987593	35	35.0141679998487	35.497757300036	37.4968526000157
11	1	11	distractor	1	Right	Right	RightArrow	1	1.18324259994552	39	38.9998707999475	39.4997998999897	41.4934808998369
12	1	12	target	79	Left	Left	LeftArrow	1	1.39712719991803	43	42.9998924999963	43.4975250000134	45.4934514998458
