trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	2	None			NaN	0	0	0.0507284000050277	0.511963000055403	2.49764399998821
2	1	2	filler	24	None			NaN	0	3.5	3.50833960017189	4.00124710006639	5.99911680002697
3	1	3	target	1	Left	Right	RightArrow	0	0.730406899936497	7	7.00576900015585	7.50205270014703	9.49339230009355
4	1	4	distractor	43	Right	Right	RightArrow	1	1.70436260011047	11	11.0049896000419	11.4961767999921	13.4934630000498
5	1	5	distractor	66	Right	Right	RightArrow	1	2.14929220010526	15	15.0006719001103	15.4979314999655	17.4986765000504
6	1	6	target	44	Left	Left	LeftArrow	1	1.5078892998863	19	19.0000948000234	19.4965081000701	21.4931866000406
7	1	7	target	65	Left	Right	RightArrow	0	1.2086691998411	23	22.9998064001556	23.499163400149	25.4934946000576
8	1	8	target	45	Left	Left	LeftArrow	1	1.20625759987161	27	27.0050391999539	27.4988689001184	29.4930376999546
9	1	9	target	64	Left	Left	LeftArrow	1	1.40532969986089	31	30.9993493000511	31.4960325001739	33.4934318000451
10	1	10	distractor	3	Right	Right	RightArrow	1	1.45525410003029	35	34.9999104000162	35.498239699984	37.4934648000635
11	1	11	distractor	22	Right	Right	RightArrow	1	0.789121099980548	39	38.9988530001137	39.5014214999974	41.4933838001452
12	1	12	distractor	23	Right	Right	RightArrow	1	0.95665659988299	43	43.0049729000311	43.4973999001086	45.4933729001787
