trial_id	block	trial	type	stim_id	cresp	resp	resp_raw	acc	rt	trial_start_time_expt	trial_start_time	stim_onset_time	stim_offset_time
1	1	1	filler	84	None	Left	LeftArrow	NaN	2.64311549999547	0	0.0273837999993702	0.504489400002058	2.49404209999921
2	1	2	filler	78	None			NaN	0	4	4.00065349999932	4.50144690000161	6.49745190000249
3	1	3	target	82	Left	Left	LeftArrow	1	2.23730699999578	7.5	7.51289769999858	7.99982720000116	9.99715579999611
4	1	4	distractor	1	Right	Right	RightArrow	1	1.39338690000295	11.5	11.5001597000009	12.0029906999989	13.9930432999972
5	1	5	target	80	Left	Left	LeftArrow	1	1.66790819999733	15.5	15.5053971000016	16.0017020000014	17.9934301999965
6	1	6	distractor	83	Right	Left	LeftArrow	0	1.30515220000234	19.5	19.5048303000003	19.9982731999989	21.9932891999997
7	1	7	distractor	3	Right			-1	0	23.5	23.4996305000022	23.9965052999978	25.998365899999
8	1	8	target	81	Left	Left	LeftArrow	1	1.89700189999712	27.5	27.5186612999969	28.0002200000017	29.9934042999957
9	1	9	distractor	77	Right	Left	LeftArrow	0	1.55197220000264	31.5	31.5074898000021	32.0030260999993	33.9934673000025
10	1	10	distractor	2	Right			-1	0	35.5	35.500074800002	36.001533900002	37.9973854999989
11	1	11	target	79	Left	Left	LeftArrow	1	0.969785900000716	39.5	39.5153837999969	40.0022280999983	41.9937314999988
12	1	12	target	4	Left	Right	RightArrow	0	2.39236379999784	43.5	43.4998534999977	44.0015013000011	45.9941562999957
